gp_id,go_annotations,go_term,go_definitions,Obsolete,Parents,Aspect,go_id_pmc,go_term_pmc,normalized_term,normalized_id,go_match
GO:0060091,12,kinocilium,A nonmotile primary cilium that is found at the apical surface of auditory receptor cells. The kinocilium is surrounded by actin-based stereocilia.,FALSE,GO:0097732|GO:0043005|GO:0043226|GO:0032421,cellular_component,1,951,kinocilium,GO:0060091,1
GO:0120259,11,7SK snRNP,A ribonucleoprotein complex that contains the 7SK snRNA. The 7SK snRNP plays a central role in RNA polymerase II elongation control by regulating the availability of active P-TEFb.,FALSE,GO:0030532,cellular_component,0,949,7SK snRNP,GO:0032042,0
GO:0005581,59,collagen trimer,A protein complex consisting of three collagen chains assembled into a left-handed triple helix. These trimers typically assemble into higher order structures.,FALSE,GO:0032991,cellular_component,185,940,collagen trimer,GO:0098644,0
GO:0016605,168,PML body,"A class of nuclear body; they react against SP100 auto-antibodies (PML, promyelocytic leukemia); cells typically contain 10-30 PML bodies per nucleus; alterations in the localization of PML bodies occurs after viral infection.",FALSE,GO:0016604,cellular_component,21,938,PML body,GO:0016605,1
GO:0099572,9,postsynaptic specialization,"A network of proteins within and adjacent to the postsynaptic membrane. Its major components include neurotransmitter receptors and the proteins that spatially and functionally organize them such as anchoring and scaffolding molecules, signaling enzymes and cytoskeletal components.",FALSE,GO:0098794|GO:0043226,cellular_component,30,938,postsynaptic specialization,GO:0099572,1
GO:0005834,54,heterotrimeric G-protein complex,Any of a family of heterotrimeric GTP-binding and hydrolyzing proteins; they belong to a superfamily of GTPases that includes monomeric proteins such as EF-Tu and RAS. Heterotrimeric G-proteins consist of three subunits; the alpha subunit contains the guanine nucleotide binding site and possesses GTPase activity; the beta and gamma subunits are tightly associated and function as a beta-gamma heterodimer; extrinsic plasma membrane proteins (cytoplasmic face) that function as a complex to transduce signals from G protein-coupled receptors to an effector protein.|See also the molecular function term 'G protein-coupled receptor activity ; GO:0004930'.,FALSE,GO:1905360|GO:0098797|GO:0031234,cellular_component,12,935,heterotrimeric G-protein complex,GO:0005834,1
GO:0030055,7,cell-substrate junction,A cell junction that forms a connection between a cell and the extracellular matrix.,FALSE,GO:0070161,cellular_component,103,930,cell-substrate junction,GO:0030055,1
GO:0005731,1,nucleolus organizer region,"A region of a chromosome where nucleoli form during interphase, and where genes encoding the largest rRNA precursor transcript are tandemly arrayed.",FALSE,GO:0030874,cellular_component,0,928,nucleolus organizer region,GO:0005725,0
GO:0002177,27,manchette,A tubular array of microtubules that extends from the perinuclear ring surrounding the spermatid nucleus to the flagellar axoneme. The manchette may also contain F-actin filaments.,FALSE,GO:0110165|GO:0015630,cellular_component,2,924,manchette,GO:0034993,0
GO:0001740,9,Barr body,"A structure found in a female mammalian cell containing an unpaired X chromosome that has become densely heterochromatic, silenced and localized at the nuclear periphery.",FALSE,GO:0000805|GO:0000228,cellular_component,0,922,Barr body,GO:0001740,1
GO:0016010,19,dystrophin-associated glycoprotein complex,"A multiprotein complex that forms a strong mechanical link between the cytoskeleton and extracellular matrix; typical of, but not confined to, muscle cells. The complex is composed of transmembrane, cytoplasmic, and extracellular proteins, including dystrophin, sarcoglycans, dystroglycan, dystrobrevins, syntrophins, sarcospan, caveolin-3, and NO synthase.",FALSE,GO:0098797|GO:0090665,cellular_component,10,918,dystrophin-associated glycoprotein complex,GO:0016010,1
GO:0046536,1,dosage compensation complex,"A protein or protein-RNA complex that localizes to one or more of the sex chromosome(s), where it acts to normalize transcription between different sexes.",FALSE,GO:0000785|GO:0000803|GO:0140513,cellular_component,0,899,dosage compensation complex,GO:0046536,1
GO:0008250,46,oligosaccharyltransferase complex,"A protein complex that is found in the endoplasmic reticulum membrane of eukaryotes and transfers lipid-linked oligosaccharide precursor to asparagine residues on nascent proteins. In yeast, the complex includes at least nine different subunits, whereas in mammalian cells at least three different forms of the complex have been detected.",FALSE,GO:1990234|GO:0140534|GO:0098796|GO:0005789,cellular_component,7,895,oligosaccharyltransferase complex,GO:0008250,1
GO:0032541,12,cortical endoplasmic reticulum,"A cortical network of highly dynamic tubules that are juxtaposed to the plasma membrane and undergo ring closure and tubule-branching movements.|The dynamic nature of the cortical ER and the movements it undergoes (branching and ring closure) has been shown in both yeast and mammalian cells, so appears highly conserved. (PMID:10931860)",FALSE,GO:0071782|GO:0005938,cellular_component,2,894,cortical endoplasmic reticulum,GO:0097412,0
GO:0031252,54,cell leading edge,The area of a motile cell closest to the direction of movement.,FALSE,GO:0110165,cellular_component,60,887,cell leading edge,GO:0031252,1
GO:0001741,16,XY body,"A structure found in a male mammalian spermatocyte containing an unpaired X chromosome that has become densely heterochromatic, silenced and localized at the nuclear periphery.",FALSE,GO:0000803,cellular_component,0,887,XY body,GO:0070194,0
GO:0150002,2,distal dendrite,The dendrite of the dendritic tree that is farthest away from the neuronal cell body (the soma).,FALSE,GO:0030425,cellular_component,0,887,distal dendrite,GO:1990635,0
GO:0044194,14,cytolytic granule,A specialized secretory lysosome that is present in cells with cytolytic capability such as cytotoxic T lymphocytes and natural killer cells. Cytolytic granules mediate the storage and regulated excretion of lytic molecules for killing of target cells.,FALSE,GO:0005764,cellular_component,5,883,cytolytic granule,GO:0044194,1
GO:0045179,8,apical cortex,The region that lies just beneath the plasma membrane on the apical edge of a cell.,FALSE,GO:0045177|GO:0099738,cellular_component,0,881,apical cortex,GO:0090723,0
GO:0036156,7,inner dynein arm,"Inner arm structure present on the outer doublet microtubules of ciliary and flagellar axonemes. The structure of inner dynein arms is complex and may vary within the axoneme. Inner dynein arms are heteromeric, comprising 8 different heavy chains and various subunits. Inner and outer dynein arms have different functions in the generation of microtubule-based motility.",FALSE,GO:0005858,cellular_component,2,877,inner dynein arm,GO:0036158,0
GO:0032133,20,chromosome passenger complex,"A eukaryotically conserved protein complex that localizes to kinetochores in early mitosis, the spindle mid-zone in anaphase B and to the telophase midbody. It has been proposed that the passenger complex coordinates various events based on its location to different structures during the course of mitosis. Complex members include the BIR-domain-containing protein Survivin, Aurora kinase, INCENP and Borealin.",FALSE,GO:0005875,cellular_component,6,872,chromosome passenger complex,GO:0032133,1
GO:0005927,4,muscle tendon junction,A cell-substrate junction found at the terminal anchorage site of skeletal muscle cells to tendons.,FALSE,GO:0030055,cellular_component,1,860,no appropriate match,GO:0000000,0
GO:0000323,1,lytic vacuole,"A vacuole that is maintained at an acidic pH and which contains degradative enzymes, including a wide variety of acid hydrolases.",FALSE,GO:0005773,cellular_component,50,853,lytic vacuole,GO:0000323,1
GO:0033391,13,chromatoid body,"A ribonucleoprotein complex found in the cytoplasm of male germ cells, composed of exceedingly thin filaments that are consolidated into a compact mass or into dense strands of varying thickness that branch to form an irregular network. Contains mRNAs, miRNAs, and protein components involved in miRNA processing (such as Argonaute proteins and the endonuclease Dicer) and in RNA decay (such as the decapping enzyme DCP1a and GW182).",FALSE,GO:0036464,cellular_component,3,851,chromatoid body,GO:0033391,1
GO:0019814,262,immunoglobulin complex,"A protein complex that in its canonical form is composed of two identical immunoglobulin heavy chains and two identical immunoglobulin light chains, held together by disulfide bonds and sometimes complexed with additional proteins. An immunoglobulin complex may be embedded in the plasma membrane or present in the extracellular space, in mucosal areas or other tissues, or circulating in the blood or lymph.|Note that an immunoglobulin complex has the function of antigen binding if a suitable antigen is available.",FALSE,GO:0032991,cellular_component,47,844,immunoglobulin complex,GO:0019814,1
GO:0045275,16,respiratory chain complex III,"A protein complex that transfers electrons from ubiquinol to cytochrome c and translocates two protons across a membrane. The complex contains a core structure of three catalytic subunits: cytochrome b, the Rieske iron sulfur protein (ISP), and cytochrome c1, which are arranged in an integral membrane-bound dimeric complex; additional subunits are present, and vary among different species.",FALSE,GO:1902495|GO:0070069|GO:1990204|GO:0098803,cellular_component,7,841,mitochondrial respiratory chain complex III,GO:0005750,0
GO:0001651,1,dense fibrillar component,"A structure found in the nucleolus, which contains newly synthesized preribosomal RNA (pre-rRNA) and a collection of proteins.",FALSE,GO:0110165|GO:0005730,cellular_component,0,840,dense fibrillar component,GO:0001653,0
GO:0001939,11,female pronucleus,The pronucleus originating from the ovum that is being fertilized.,FALSE,GO:0045120,cellular_component,0,839,female pronucleus,GO:0001938,0
GO:0044304,7,main axon,"The main axonal trunk, as opposed to the collaterals; i.e., excluding collaterals, terminal, spines, or dendrites.",FALSE,GO:0030424|GO:0110165,cellular_component,13,836,axon,GO:0030424,0
GO:0030667,103,secretory granule membrane,The lipid bilayer surrounding a secretory granule.,FALSE,GO:0098588|GO:0030659|GO:0030141,cellular_component,66,832,secretory granule membrane,GO:0030667,1
GO:0042629,3,mast cell granule,"Coarse, bluish-black staining cytoplasmic granules, bounded by a plasma membrane and found in mast cells and basophils. Contents include histamine, heparin, chondroitin sulfates, chymase and tryptase.",FALSE,GO:0005764,cellular_component,15,827,mast cell granule,GO:0042629,1
GO:0140552,6,TEAD-YAP complex,A transcription factor complex that is composed of the one DNA binding protein of the TEAD family and the transcriptional coactivator YAP.,FALSE,GO:0090575,cellular_component,1,825,no appropriate match,GO:0000000,0
GO:0034751,8,aryl hydrocarbon receptor complex,"A protein complex that acts as an aryl hydrocarbon (Ah) receptor. Cytosolic and nuclear Ah receptor complexes have different subunit composition, but both contain the ligand-binding subunit AhR.",FALSE,GO:0140535|GO:0043235,cellular_component,1,819,aryl hydrocarbon receptor complex,GO:0031625,0
GO:0044753,3,amphisome,Intermediate organelles formed during macroautophagy through the fusion between autophagosomes and endosomes.,FALSE,GO:0005776,cellular_component,1,809,amphisome,GO:0016237,0
GO:0045277,31,respiratory chain complex IV,"A part of the respiratory chain, containing the 13 polypeptide subunits of cytochrome c oxidase, including cytochrome a and cytochrome a3. Catalyzes the oxidation of reduced cytochrome c by dioxygen (O2).",FALSE,GO:1902495|GO:0070069|GO:1990204|GO:0098803,cellular_component,11,802,mitochondrial respiratory chain complex IV,GO:0005751,0
GO:0031514,122,motile cilium,"A cilium which may have a variable arrangement of axonemal microtubules and also contains molecular motors. It may beat with a whip-like pattern that promotes cell motility or transport of fluids and other cells across a cell surface, such as on epithelial cells that line the lumenal ducts of various tissues; or they may display a distinct twirling motion that directs fluid flow asymmetrically across the cellular surface to affect asymmetric body plan organization. Motile cilia can be found in single as well as multiple copies per cell.",FALSE,GO:0005929,cellular_component,33,799,motile cilium,GO:0031514,1
GO:0032449,11,CBM complex,"A protein complex comprising Bcl10, MALT1 and a CARD domain-containing protein (CARD9, CARD10 or CARD11); plays a role in signal transduction during NF-kappaB activation.",FALSE,GO:0140535,cellular_component,0,797,CBM complex,GO:0071727,0
GO:0120098,5,procentriole,"A cellular structure that is the site of a developing centriole, which will become a microtubule organizing center. During the canonical pathway of centriole duplication that occurs during the cell division cycle, procentrioles grow at the proximal ends of both mother and daughter centrioles. In the newly divided cells, the original mother and daughter centrioles become mother centrioles while the procentrioles become the new daughter centrioles. Procentrioles can also arise from de novo pathways that occur in multiciliated cells. In ciliated epithelial cells, numerous procentrioles arise form electron dense material referred to as fibrous granules and deuterosomes. The pathway of procentriole formation in multiciliated protists appears to be similar to that in mammalian multiciliated epithelium. In sperm of primitive land plants, multiple procentrioles are formed from a blepharoplast giving rise to multicilated sperm cells.",FALSE,GO:0005737|GO:0110165,cellular_component,0,797,procentriole,GO:0032883,0
GO:0005688,1676,U6 snRNP,"A ribonucleoprotein complex that contains small nuclear RNA U6, the Lsm2-8 heptameric ring complex, as well as several proteins that are unique to the U6 snRNP, most of which remain associated with the U6 snRNA both while the U6 snRNP is free or assembled into the U4/U6 snRNP or into a series of spliceosomal complexes.",FALSE,GO:0097525,cellular_component,3,795,U6 snRNP,GO:0005689,0
GO:0031673,2,H zone,"A relatively pale zone traversing the center of the A band of a sarcomere, visible in relaxed muscle fibers; consists of the central portion of thick (myosin) filaments that are not overlapped by thin (actin) filaments.",FALSE,GO:0031672|GO:0110165,cellular_component,1,791,H zone,GO:0030018,0
GO:0097444,4,spine apparatus,A specialization of the endomembrane system found in some classes of dendritic spines consisting of two or more closely apposed lamellae with interspersed electron dense material. The endomembrane component is continuous with the smooth endoplasmic reticulum.,FALSE,GO:0012505|GO:0043227|GO:0043197,cellular_component,1,785,spine apparatus,GO:0097440,0
GO:0061617,34,MICOS complex,"Mitochondrial inner membrane complex involved in maintenance of crista junctions, inner membrane architecture, and formation of contact sites to the outer membrane. In Saccharomyces cerevisiae the complex has six subunits: MIC10, MIC12, MIC19, MIC26, MIC27, and MIC60.",FALSE,GO:0098800,cellular_component,2,783,MICOS complex,GO:0033108,0
GO:0043034,22,costamere,"Regular periodic sub membranous arrays of vinculin in skeletal and cardiac muscle cells, these arrays link Z-discs to the sarcolemma and are associated with links to extracellular matrix.",FALSE,GO:0110165|GO:0030016,cellular_component,10,781,costamere,GO:0043034,1
GO:0000812,16,Swr1 complex,"A multisubunit protein complex that is involved in chromatin remodeling. It is required for the incorporation of the histone variant H2AZ into chromatin. In S. cerevisiae, the complex contains Swr1p, a Swi2/Snf2-related ATPase, and 12 additional subunits.",FALSE,GO:0097346|GO:0000228|GO:0000118,cellular_component,7,781,Swr1 complex,GO:0000812,1
GO:0032994,2,protein-lipid complex,A macromolecular complex containing separate protein and lipid molecules. Separate in this context means not covalently bound to each other.|Macromolecular complexes in which the lipid component is all covalently bound to protein are not considered protein-lipid complexes.,FALSE,GO:0032991,cellular_component,23,781,protein-lipid complex,GO:0032994,1
GO:0045298,1,tubulin complex,A heterodimer of tubulins alpha and beta that constitutes the protomer for microtubule assembly.,FALSE,GO:0005856|GO:0032991,cellular_component,13,778,tubulin complex,GO:0000928,0
GO:0000813,69,ESCRT I complex,An endosomal sorting complex required for transport. It consists of the class E vacuolar protein sorting (Vps) proteins and interacts with ubiquitinated cargoes.,FALSE,GO:0098796|GO:0036452|GO:0010008,cellular_component,4,765,ESCRT I complex,GO:0035896,0
GO:0016459,32,myosin complex,"A protein complex, formed of one or more myosin heavy chains plus associated light chains and other proteins, that functions as a molecular motor; uses the energy of ATP hydrolysis to move actin filaments or to move vesicles or other cargo on fixed actin filaments; has magnesium-ATPase activity and binds actin. Myosin classes are distinguished based on sequence features of the motor, or head, domain, but also have distinct tail regions that are believed to bind specific cargoes.",FALSE,GO:0032991|GO:0015629,cellular_component,66,764,myosin complex,GO:0016459,1
GO:0071162,21,CMG complex,"A protein complex that contains the GINS complex, Cdc45p, and the heterohexameric MCM complex, and that is involved in unwinding DNA during replication.",FALSE,GO:0000228|GO:0031261,cellular_component,5,763,CMG complex,GO:0035861,0
GO:0001520,7,outer dense fiber,"A supramolecular fiber found in the flagella of mammalian sperm that surrounds the nine microtubule doublets. These dense fibers are stiff and noncontractile. In human, they consist of about 10 major and at least 15 minor proteins, where all major proteins are ODF1, ODF2 or ODF2-related proteins.",FALSE,GO:0099513|GO:0036126,cellular_component,3,761,outer dense fiber,GO:0036126,0
GO:0016011,1,dystroglycan complex,"A protein complex that includes alpha- and beta-dystroglycan, which are alternative products of the same gene; the laminin-binding component of the dystrophin-associated glycoprotein complex, providing a link between the subsarcolemmal cytoskeleton (in muscle cells) and the extracellular matrix. Alpha-dystroglycan is an extracellular protein binding to alpha-laminin and to beta-dystroglycan; beta-dystroglycan is a transmembrane protein which binds alpha-dystroglycan and dystrophin.",FALSE,GO:0098797|GO:0016010,cellular_component,2,755,dystroglycan complex,GO:0008307,0
GO:0032420,45,stereocilium,"An actin-based protrusion from the apical surface of auditory and vestibular hair cells and of neuromast cells. These protrusions are supported by a bundle of cross-linked actin filaments (an actin cable), oriented such that the plus (barbed) ends are at the tip of the protrusion, capped by a tip complex which bridges to the plasma. Bundles of stereocilia act as mechanosensory organelles.",FALSE,GO:0043005|GO:0043226|GO:0098858|GO:0032421,cellular_component,8,754,stereocilium,GO:0032420,1
GO:0031371,5,ubiquitin conjugating enzyme complex,Any complex that possesses ubiquitin conjugating enzyme activity.,FALSE,GO:0140535|GO:1990234,cellular_component,2,736,ubiquitin conjugating enzyme complex,GO:0031371,1
GO:0030684,3,preribosome,"Any complex of pre-rRNAs, ribosomal proteins, and associated proteins formed during ribosome biogenesis.",FALSE,GO:1990904,cellular_component,34,735,preribosome,GO:0030684,1
GO:0070703,1,outer mucus layer,The outer of two mucus layers secreted by epithelial cells in the colon; the outer mucus layer is loosely packed and can be colonized by bacteria.,FALSE,GO:0070701,cellular_component,1,731,outer mucus layer,GO:0098589,0
GO:0032040,101,small-subunit processome,"A large ribonucleoprotein complex that is an early preribosomal complex. In S. cerevisiae, it has a size of 80S and consists of the 35S pre-rRNA, early-associating ribosomal proteins most of which are part of the small ribosomal subunit, the U3 snoRNA and associated proteins.",FALSE,GO:0030684,cellular_component,33,725,small-subunit processome,GO:0032040,1
GO:0042827,1,platelet dense granule,"Electron-dense granule occurring in blood platelets that stores and secretes adenosine nucleotides and serotonin. They contain a highly condensed core consisting of serotonin, histamine, calcium, magnesium, ATP, ADP, pyrophosphate and membrane lysosomal proteins.",FALSE,GO:0030141,cellular_component,3,721,platelet dense granule,GO:0042827,1
GO:0042613,45,MHC class II protein complex,"A transmembrane protein complex composed of an MHC class II alpha and MHC class II beta chain, and with or without a bound peptide or polysaccharide antigen.",FALSE,GO:0042611,cellular_component,88,717,MHC class II protein complex,GO:0042613,1
GO:0034451,303,centriolar satellite,A small (70-100 nm) cytoplasmic granule that contains a number of centrosomal proteins; centriolar satellites traffic toward microtubule minus ends and are enriched near the centrosome.,FALSE,GO:0005813|GO:0110165,cellular_component,5,716,centriolar satellite,GO:0030991,0
GO:0008076,178,voltage-gated potassium channel complex,A protein complex that forms a transmembrane channel through which potassium ions may cross a cell membrane in response to changes in membrane potential.,FALSE,GO:0098797|GO:0034705,cellular_component,31,711,voltage-gated potassium channel complex,GO:0008076,1
GO:1990879,12,CST complex,A complex formed by the association of Cdc13 (CTC1 in mammals) with Stn1 in yeast (OBFC1 in mammals) and Ten1 protein (also TEN1 in mammals) with single-stranded telomeric DNA. The CST complex plays a role in telomere protection.,FALSE,GO:0000783,cellular_component,0,707,CST complex,GO:0070187,0
GO:0071986,37,Ragulator complex,"A vacuolar membrane-anchored guanine nucleotide exchange factor (GEF) complex for the Rag GTPases (Gtr1-Gtr2 GTPase complex GO:1990131) in TORC1 signaling pathway. In human, Ragulator is comprised of the membrane anchor subunit LAMTOR1 (Meh1p in S. cerevisiae, Lam1 in S. pombe), a GEF subunit LAMTOR2 ( Slm4 in S. cerevisiae , Lam2 in S. pombe ) , LAMTOR3 (no S. cerevisiae ortholog identified, Lam3 in S. pombe) , LAMTOR4 (no S. cerevisiae ortholog identified, Lam4 in S. pombe), and LAMTOR5 (no S. cerevisiae or S. pombe ortholog identified).",FALSE,GO:0098796|GO:0005774|GO:0032045,cellular_component,0,703,Ragulator complex,GO:0072531,0
GO:0034774,126,secretory granule lumen,The volume enclosed by the membrane of a secretory granule.,FALSE,GO:0060205|GO:0030141,cellular_component,101,701,secretory granule lumen,GO:0034774,1
GO:0097462,1,Lewy neurite,"Elongated neuronal process, often with side branches and more than one branching point, described in brains of patients with Parkinson's disease. Lewy neurites stain positively for ubiquitin in brainstem and forebrain regions affected in Parkinson's disease.",FALSE,GO:0043005,cellular_component,1,697,no appropriate match,GO:0000000,0
GO:0030061,9,mitochondrial crista,"Any of the inward folds of the mitochondrial inner membrane. Their number, extent, and shape differ in mitochondria from different tissues and organisms. They appear to be devices for increasing the surface area of the mitochondrial inner membrane, where the enzymes of electron transport and oxidative phosphorylation are found. Their shape can vary with the respiratory state of the mitochondria.|See also the cellular component term 'mitochondrial inner membrane ; GO:0005743'.",FALSE,GO:0110165|GO:0005743,cellular_component,0,692,mitochondrial crista,GO:0030061,1
GO:0031931,37,TORC1 complex,"A protein complex that contains at least TOR (target of rapamycin) and Raptor (regulatory-associated protein of TOR), or orthologs of, in complex with other signaling components. Mediates the phosphorylation and activation of S6K. In Saccharomyces, the complex contains Kog1p, Lst8p, Tco89p, and either Tor1p or Tor2p.",FALSE,GO:0038201,cellular_component,2,691,TORC1 complex,GO:0031931,1
GO:0000322,2,storage vacuole,"A vacuole that functions primarily in the storage of materials, including nutrients, pigments, waste products, and small molecules.",FALSE,GO:0005773,cellular_component,5,690,storage vacuole,GO:0000322,1
GO:0005801,84,cis-Golgi network,"The network of interconnected tubular and cisternal structures located at the convex side of the Golgi apparatus, which abuts the endoplasmic reticulum.|The CGN is not considered part of the Golgi apparatus but is a separate organelle.",FALSE,GO:0043231|GO:0005794,cellular_component,11,689,cis-Golgi network,GO:0005801,1
GO:0016012,7,sarcoglycan complex,"A protein complex formed of four sarcoglycans plus sarcospan; there are six known sarcoglycans: alpha-, beta-, gamma-, delta-, epsilon- and zeta-sarcoglycan; all are N-glycosylated single-pass transmembrane proteins. The sarcoglycan-sarcospan complex is a subcomplex of the dystrophin glycoprotein complex, and is fixed to the dystrophin axis by a lateral association with the dystroglycan complex.",FALSE,GO:0098797|GO:0016011,cellular_component,3,688,sarcoglycan complex,GO:0016010,0
GO:0070069,3,cytochrome complex,"A protein complex in which at least one of the proteins is a cytochrome, i.e. a heme-containing protein involved in catalysis of redox reactions.",FALSE,GO:1902494,cellular_component,16,686,cytochrome complex,GO:0070069,1
GO:0098684,9,photoreceptor ribbon synapse,A ribbon synapse between a retinal photoreceptor cell (rod or cone) and a retinal bipolar cell. These contain a plate-like synaptic ribbon.,FALSE,GO:0097470,cellular_component,1,684,photoreceptor ribbon synapse,GO:0098683,0
GO:0005787,14,signal peptidase complex,A protein complex that is located in the endoplasmic reticulum membrane and cleaves the signal sequence from precursor proteins following their transport out of the cytoplasmic space.,FALSE,GO:1905370|GO:0140534|GO:0098796|GO:0005789,cellular_component,6,683,signal peptidase complex,GO:0005787,1
GO:0097431,66,mitotic spindle pole,"Either of the ends of a mitotic spindle, a spindle that forms as part of mitosis, where spindle microtubules are organized; usually contains a microtubule organizing center and accessory molecules, spindle microtubules and astral microtubules.",FALSE,GO:0000922|GO:0072686,cellular_component,8,681,mitotic spindle pole,GO:0097431,1
GO:0031981,6,nuclear lumen,The volume enclosed by the nuclear inner membrane.,FALSE,GO:0005634|GO:0070013,cellular_component,111,674,nuclear lumen,GO:0031981,1
GO:0032279,9,asymmetric synapse,"A type of synapse occurring between an axon and a dendritic spine or dendritic shaft. Asymmetric synapses, the most abundant synapse type in the central nervous system, involve axons that contain predominantly spherical vesicles and contain a thickened postsynaptic density. Most or all synapses of this type are excitatory.",FALSE,GO:0098984,cellular_component,27,671,asymmetric synapse,GO:0032279,1
GO:0032156,2,septin cytoskeleton,The part of the cytoskeleton (the internal framework of a cell) composed of septins and associated proteins. Includes septin cytoskeleton-associated complexes.,FALSE,GO:0005856,cellular_component,0,671,septin cytoskeleton,GO:0032156,1
GO:0005826,5,actomyosin contractile ring,"A cytoskeletal structure composed of actin filaments and myosin that forms beneath the plasma membrane of many cells, including animal cells and yeast cells, in a plane perpendicular to the axis of the spindle, i.e. the cell division plane. In animal cells, the contractile ring is located at the cleavage furrow. In budding fungal cells, e.g. mitotic S. cerevisiae cells, the contractile ring forms at the mother-bud neck before mitosis.",FALSE,GO:0070938|GO:0032153|GO:0030864,cellular_component,4,663,actomyosin contractile ring,GO:0070938,0
GO:0031499,7,TRAMP complex,"A multiprotein complex having distributive polyadenylation activity of a variety of RNA substrates including hypomodified and incorrectly folded tRNAs, pre-snRNAs, pre-snoRNAs, incorrectly spliced or processed pre-mRNAs, cryptic unstable transcripts (CUTs), pre-rRNAs and rRNA fragments released as part of rRNA processing. In S. cerevisiae, the complex consists of either Pap2 (also known as Trf4) or Trf5, Air1 or Air2, and Mtr4, and is involved in RNA 3'-end processing and in RNA surveillance and quality control.",FALSE,GO:0140513,cellular_component,3,644,TRAMP complex,GO:0070475,0
GO:0070578,30,RISC-loading complex,"A trimeric protein complex required for the formation of a mature RNA-induced silencing complex (RISC). In humans the complex is composed of the endonuclease Dicer (DICER1), TRBP (TARBP2) and the Argonaute protein Ago2 (EIF2C2/AGO2). Within the complex, Dicer and TRBP are required to process precursor miRNAs (pre-miRNAs) to mature miRNAs and then load them onto Ago2. Ago2 bound to the mature miRNA constitutes the minimal RISC and may subsequently dissociate from Dicer and TRBP. This complex has endoribonuclease activity.",FALSE,GO:1902555,cellular_component,3,640,RISC-loading complex,GO:0070578,1
GO:0008623,9,CHRAC,"An ISWI complex that contains an ATPase subunit of the ISWI family (SNF2H in mammals, Isw2 in S. cerevisiae), an ACF1 homolog, and additional small histone fold subunits (generally two of these, but Xenopus has only one and some additional non-conserved subunits). CHRAC plays roles in the regulation of RNA polymerase II transcription and in DNA replication and repair.",FALSE,GO:0031010,cellular_component,0,639,no appropriate match,GO:0000000,0
GO:0034274,13,Atg12-Atg5-Atg16 complex,"A protein complex required for the expansion of the autophagosomal membrane. In budding yeast, this complex consists of Atg12p, Atg5p and Atg16p.",FALSE,GO:0005737|GO:1990234,cellular_component,0,634,Atg12-Atg5-Atg16 complex,GO:0071203,0
GO:0034709,19,methylosome,"A large (20 S) protein complex that possesses protein arginine methyltransferase activity and modifies specific arginines to dimethylarginines in the arginine- and glycine-rich domains of several spliceosomal Sm proteins, thereby targeting these proteins to the survival of motor neurons (SMN) complex for assembly into small nuclear ribonucleoprotein (snRNP) core particles. Proteins found in the methylosome include the methyltransferase JBP1 (PRMT5), pICln (CLNS1A), MEP50 (WDR77), and unmethylated forms of SM proteins that have RG domains.",FALSE,GO:0005737|GO:0034708,cellular_component,7,629,methylosome,GO:0034707,0
GO:0045180,9,basal cortex,The region that lies just beneath the plasma membrane on the basal edge of a cell.,FALSE,GO:0045178|GO:0099738,cellular_component,1,627,basal cortex,GO:0060170,0
GO:0030123,14,AP-3 adaptor complex,"A heterotetrameric AP-type membrane coat adaptor complex that consists of beta3, delta, mu3 and sigma3 subunits and is found associated with endosomal membranes. AP-3 does not appear to associate with clathrin in all organisms. In at least humans, the AP-3 complex can be heterogeneric due to the existence of multiple subunit isoforms encoded by different genes (beta3A and beta3B, mu3A and mu3B, and sigma3A and sigma3B).",FALSE,GO:0030119,cellular_component,3,624,AP-3 adaptor complex,GO:0030122,0
GO:0070161,46,anchoring junction,A cell junction that mechanically attaches a cell (and its cytoskeleton) to neighboring cells or to the extracellular matrix.,FALSE,GO:0030054,cellular_component,67,623,anchoring junction,GO:0070161,1
GO:0005832,44,chaperonin-containing T-complex,A multisubunit ring-shaped complex that mediates protein folding in the cytosol without a cofactor.,FALSE,GO:0101031|GO:0005829,cellular_component,24,623,chaperonin-containing T-complex,GO:0005832,1
GO:0097128,2,cyclin D1-CDK4 complex,A protein complex consisting of cyclin D1 and cyclin-dependent kinase 4 (CDK4). Cyclins are characterized by periodicity in protein abundance throughout the cell cycle. Cyclin-dependent kinases represent a family of serine/threonine protein kinases that become active upon binding to a cyclin regulatory partner.,FALSE,GO:0000307,cellular_component,0,617,no appropriate match,GO:0000000,0
GO:0097225,65,sperm midpiece,"The highly organized segment of the sperm flagellum which begins at the connecting piece and is characterized by the presence of 9 outer dense fibers (ODFs) that lie outside each of the 9 outer axonemal microtubule doublets and by a sheath of mitochondria that encloses the ODFs and the axoneme; the midpiece terminates about one-fourth of the way down the sperm flagellum at the annulus, which marks the beginning of the principal piece.",FALSE,GO:0036126|GO:0110165,cellular_component,3,609,sperm midpiece,GO:0097224,0
GO:0035061,5,interchromatin granule,"A class of nuclear body measuring 20-25 nm in diameter and distributed throughout the interchromatin space, linked together by thin fibrils. They are believed to be storage centers for various snRNAs, snRNPs, serine/arginine-rich proteins and RNA polymerase II. A typical mammalian cell contains 25-50 clusters of interchromatin granules. Interchromatin granule clusters do not contain the heterogeneous nuclear RNA-binding proteins (hnRNPs).",FALSE,GO:0016604,cellular_component,0,609,interchromatin granule,GO:0030530,0
